ProductKey,CultureName,ProductDescription
210,Inuktitut,se8i3X6 nN5tx3ymi3XK9l nFC/s/6 tuz nNymJ6 m3DwozJu4 nFC/4n1i4; iWt3ymJ6 x7ml sN3gjx3bsym9li n8qJ7mEoxEymJ6. x0psq5gu4 nNymiK5 wlx6goxEym/K5 x7ml xJ8q5tx6Li.
210,Irish,Is againne atá an fráma alúmanaim is éadroime agus is airde caighdeán agus é déanta den chóimhiotal is nuaí; rinneadh táthú agus cóireáil teasa air lena neartú.  Cuireann an dearadh nuálaíoch seo againne an compord agus an fheidhmíocht is fearr ar fáil.
210,Italian,"Telaio in alluminio, più leggero e della migliore qualità, realizzato in una lega di ultima generazione. Il telaio è saldato e subisce un trattamento termico per aumentare la rigidità della struttura. Il design innovativo consente di ottenere comfort e prestazioni ottimali."
210,Kannada,???? ????? ????????? ???????? ????????????  ?????? ??? ????? ???? ?????????? ????????????; ????? ?????????????? ?????? ?????? ?????? ????? ???????????? ????????????. ???? ?????? ?????????? ?????? ???????? ????? ????? ???????????? ???????? ?????????????. 
210,Kazakh,?????? ??? ????? ??? ?????? ?????? ????????? ????? ?? ???? ?????????? ????????; ???????? ???? ??????? ????????? ???? ????????????? ?????. ?????? ???????????? ?????? ??????????? ?? ?????? ?????????? ???????? ??? ?????????? ?????????????? ??? ??????????. 
210,Konkani,???? ???????? ???? ??? ??? ????????? ????? ????? ????????? ????? ???? ??????. ??????? ????? ???? ???????? ???? ????????. ???? ????? ???????? ?????? ????? ?? ????? ??? ??????????????? ?????.
210,Korean,?? ???? ?? ??? ??? ?? ? ???? ?? ?? ??? ??? ??? ???? ??????. ?? ???? ????? ??? ???? ??? ?????.
210,Latvian,"M?su viegl?kais augst?k?s kvalit?tes alum?nija r?mis ir izgatavots no jaun?k? sakaus?juma. Tas ir metin?ts un r?d?ts, lai nodrošin?tu iztur?bu. Novatoriskais dizains sniedz maksim?lu komfortu un rezult?tu."
210,Lithuanian,"Lengviausias ir geriausios kokyb?s aliumininis r?mas, pagamintas iš naujausio lydinio. Jis suvirintas ir paveiktas šiluma, kad b?t? stipresnis. Novatoriškas dizainas užtikrina patogum? ir našum?."
210,Luxenbourgish,"Eise liichtesten an héichwäertegsten Aluminimumskader aus der neister Metallkompositioun; geschweeste Kader, dee mat Hëtzt behandelt gouf fir nach méi Stabilitéit. Maximalen Confort a maximal Leeschtung durch eisen innovativen Design.  "
210,Macedonian,?????? ???????? ? ????????????? ???????????? ????? ????????? ?? ??????? ??????; ??? ? ???????? ? ???????? ?????????? ?? ???????????. ?????? ?????????? ?????? ????????? ?? ?????????? ?????????? ? ???????????.
210,Malaysian,Rangka aluminium paling ringan dan berkualiti terbaik kami diperbuat daripada aloi terbaru; ia dikimpal dan diberi rawatan haba untuk kekuatan. Reka bentuk inovatif kami menghasilkan keselesaan dan pretasi maksimum.
210,Maori,"Ko t? m?tou anga konumohe tino m?m? rawa atu, tino whai kounga hoki, i hang? ki te p?hi konganuku tino hou rawa atu; kua honoa, kua whakamaimoatia ki te wera kia kaha ai. Ko te mutunga mai o te h?neanea me te whakamahi ng? hua o t? m?tou hoahoatanga auaha."
210,Marathi,???? ?????? ???? ??? ????? ??????? ????????????? ??????? ???? ????? ?????????????? ??????? ???; ?? ????? ?????? ???? ?????????? ?????? ??????-????????? ?????? ???. ?????? ????????? ?????????? ??????? ???????? ??? ??? ??????? ?????.
210,Nepali,???? ???? ?????? ????? ????? ? ??????????? ?????????? ?????? ????????? ?????; ??????? ????? ??????? ???? ????????? ??????? ? ??? ???????. ?????? ????????? ????? ????????? ?????? ???? ?????? ? ??????????? ???????? ?????.
210,Norwegian,Vår letteste og kvalitetsmessig beste aluminiumsramme laget av den nyeste legeringen. Den er sveiset og varmebehandlet for størst mulig styrke. Vårt innovative design gir komfort og ytelse i særklasse.
210,Nynorsk,Vår lettaste og i kvalitet beste aluminiumsramme laga av den nyaste legeringa. Ho er sveisa og varmebehandla for størst mogleg styrke. Det innovative designet vårt gir komfort og yting i særklasse.
210,Pashto,????? ??? ? ?? ???? ???? ????? ?????? ???????? ????? ? ???? ???????? ??? ??? ??? ??? ??? ????? ?? ? ?? ???? ????? ????? ?? ????? ????? ??? ?? ?? ????? ? ?????? ? ?????? ????? ?? ????? ???? ? ?? ?????? ?? ??????? ??? ??.
210,Polish,"Najl?ejsza aluminiowa rama o najwy?szej jako?ci, wykonana z najnowocze?niejszego stopu. Rama jest spawana i hartowana w wysokiej temperaturze, co zapewnia jej odpowiedni? wytrzyma?o??. Dzi?ki innowacyjnemu projektowi ta rama zapewnia maksymalny komfort i najwy?sz? wydajno??."
210,Portuguese (European),"Feita a partir da mais recente liga, a nossa estrutura em alumínio leve e da melhor qualidade; soldada e com tratamento térmico para uma maior robustez. O nosso design inovador resulta num máximo do conforto e desempenho."
210,Punjabi,?????? ????? ??? ??? ????? ??? ???? ?? ??? ???? ??? ?? ??? ???? ??????? ?? ????????? ?????; ?????? ??? ?? ????? ???? ???? ??? ?? ??? ???-???????? ?????? ?????? ??? ??? ???? ?????????? ?????? ??? ??? ??? ???? ??? ??????? ?????? ???? ???
210,Quecha,Ñuqaykupa aluminyuykuqa aswan sampallam hinallataq ancha allin tukuy yachaywan sumaq ruwasqa; ancha ninapi chulluchispa tinkisqa allin takyanampaq.kayqa musuqmi allin kanapaq mana tukuriq.
210,Romanian,"Cadrul nostru de aluminiu, cel mai u?or ?i de cea mai bun? calitate, realizat din cel mai recent aliaj; este sudat ?i tratat termic pentru îmbun?t??irea rezisten?ei. Designul nostru inovator are ca rezultat un maximum de confort ?i performan??."
210,Rumansh,Noss rom d'aluminium il pli lev e da la pli auta qualitad or dal pli nov liament; buglì e tractà cun chalira per ina meglra stabilitad. Noss design innovativ porscha in confort excellent per prestaziuns maximalas.
210,Russian,"????????? ?????????????????? ??????????? ????, ????????? ?? ????????? ??????. ?????????????? ????????? ??????? ???? ?????????????? ?? ???? ??????????????. ????????? ??????????? ???????????? ???????????? ??????? ? ?????????????."
210,Serbian - Cyrillic,??? ???????? ??? ?? ???????????????? ??????????? ?? ????????? ??????; ??????? ? ????? ?? ????? ???? ?????. ??? ?????????? ?????? ?? ?????? ? ????????? ????????? ? ???????????.
210,Serbian - Latin,Naš najlakši ram od najkvalitetnijeg aluminijuma od najnovije legure; zavaren i kaljen da pruži ve?u snagu. Naš inovativan dizajn se ogleda u maksimumu udobnosti i performansi.
210,Slovak,Náš naj?ahší hliníkový rám najvyššej kvality vyrobený z najnovšej zliatiny. Pevnos? sa dosiahla zváraním a tepelným spracovaním. Výsledkom nášho inovatívneho dizajnu je maximálne pohodlie a výkon.
210,Slovenian,"Naš najlažji in najkakovostnejši aluminijast okvir iz najnovejše zlitine, ki je zvarjen in toplotno obdelan tako, da zdrži tudi najve?je napore. Rezultat našega inovativnega dela so izjemno udobni in visokokakovostni izdelki."
210,Spanish,Nuestro cuadro de aluminio más ligero y de calidad superior fabricado con la más avanzada aleación; está soldado y tratado con calor para una mejor resistencia. El resultado es un diseño innovador para la máxima comodidad y rendimiento.
210,Swahili,Fremu yetu ya alumini iliyo nyepesi na ya ubora wa juu iliyotengezwa toka kwa aloi mpya kabisa; imeunganishwa na kuchomwa ili kuwa na nguvu. 
210,Swedish,Vår lättaste och bästa aluminiumram tillverkad av den senaste legeringen. Den är hopsvetsad och värmebehandlad för bästa styrka. Vår innovativa design ger högsta komfort och prestanda.
210,Tamil,"????????? ??????, ?????? ??????? ?????????? ??????? ?????????? ?????? ???????????????? ????????????????????; ??? ?????????????????? ??? ???? ??????????? ????????????????? ?????????????????????. ????????? ????????? ?????????? ???????? ?????????????? ?????????????? ??????????."
210,Telugu,?? ??? ????? ???? ????? ?????? ???????? ??????????? ?????? ?????? ???? ?????? ?????? ????? ?????????; ??????? ???? ????????? ????? ????-???????????? ?????????. ?? ??????? ?????? ?????? ??????? ????? ????????? ???????????.
210,Tswana,Foreimi ya rona ya aluminiamo e e botlhofotlhofo e bile e le ya boleng jo bo gaisang e e dirilweng ka motswakotshipi o o montšhwa; e noseditswe ya ba ya gotediwa ka molelo go e matlafatsa. Modiro wa rona o re o itshimololetseng o fa botobetobe e bile o dira sentle. 
210,Ukrainian,???? ???????? ???? ?????????????? ?? ?????? ?????? ????????? ?? ?????? ???????? ???????? ??????. ????? ???????????? ???????? ????? ?????????? ????????? ??????????? ???? ???????????? ???????? ?????????????. ??????? ????????????? ??????? ? ??????????? ??????????? ???? ???? ????????? ???????? ?????? ????????????????? ?? ??????? ?????????????? ??????.
210,Urdu,???? ???? ????? ????? ?? ???? ??? ????? ?? ?? ???? ??? ?????? ????? ?? ??????? ????? ??? ?????? ?? ??? ?? ??? ????? ???? ??? ??? ????? ??????? ?????? ????? ?? ????? ???? ??? ???????? ?? ??? ???? ???
210,Vietnamese,Khung xe b??ng nhôm nhe? nhâ?t va? co? châ?t l???ng cao nhâ?t cu?a chu?ng tôi ????c la?m t?? loa?i h??p kim m??i nhâ?t; khung xe ????c ha?n va? x?? ly? nhiê?t nh??m t?ng ?ô? bê?n. Thiê?t kê? tiên tiê?n cu?a chu?ng tôi giu?p ?em la?i s?? thoa?i ma?i va? hiê?u qua? tô?i ?a khi s?? du?ng.
210,Welsh,Ein ffrâm alwminiwm ysgafnaf ac o'r ansawdd uchaf wedi ei lunio o'r aloi diweddaraf; mae wedi ei weldio a'i drin â gwres i'w gryfhau. Mae'n cynllun arloesol yn sicrhau'r cysur a pherfformiad uchaf.
210,Zulu,Ifremu lethu le-aluminiyamu elilula neliyikhwalithi eyakhiwe ngengxube yensimbi entsha; ishiselwe yakhandelwa ukuvimbela ukushisa ukuze iqine. Idizayni yethu eqanjwe kabusha iholela kwintokomalo enkulu nasekusebenzeni okuhamba phambili. 
211,Afrikaans,Ons ligste en beste-gehalte aluminiumraam gemaak van die jongste allooi; dit word gesweis en getemper vir krag. Ons nuwe ontwerp bied maksimum gemak en werkverrigting.
211,Albanian,"Trupi ynë prej alumini më të lehtë dhe me cilësinë më të mirë, i prodhuar nga aliazhi më i ri; është salduar dhe kalitur që të ketë rezistencë. Modeli ynë novator ka si rezultat një rehati dhe rendiment maksimal."
211,Basque,"Gure kalitate oneneko aluminiozko koadro arinena, aleazio berrienarekin egindakoa. Soldatuta eta beroarekin tratatuta dago sendoagoa izan dadin. Gure diseinu berriztatzaileari esker erosotasun eta funtzionamendu bikainak eskaintzen ditu."
211,Bosnian (Cyrillic),??? ???????? ? ???????????????? ??? ??????? ?? ????????? ??????; ??????? ? ????? ?? ????? ???? ?????. ??? ?????????? ?????? ?? ?????? ? ????????? ????????? ? ???????????.
211,Bosnian (Latin),Naš najlakši i visokokvalitetni ram izra?en od najnovije legure; zavaren i kaljen da pruži ve?u snagu. Naš inovativan dizajn se ogleda u maksimumu udobnosti i performansi.
211,Brazilian,Nosso quadro de alumínio mais leve e de melhor qualidade feito com a mais nova liga metálica; é soldado e termotratado para ser resistente. Nosso design inovador resulta em conforto e desempenho máximos.
211,Bulgarian,"?????????????????? ? ????????? ?????????? ????? ? ????????? ?? ???-?????? ?????, ????? ????? ? ??????? ???? ?????????? ? ???????? ?????????. ????????? ?????? ????????? ?????????? ??????? ? ?????? ?? ??????????."
211,Catalan,"El nostre quadre d'alumini més lleuger i de la millor qualitat, fabricat amb l'aliatge més actual; està soldat i termotractat per millorar-ne la resistència. El disseny innovador augmenta al màxim el rendiment i la comoditat."
211,Chinese - Hongkong,????????????????????????????????????????????????????????????????????????????????
211,Chinese - Trad,????????????????????????????????????????????????????????????????????????
211,Croatian,"Naš najlakši i najkvalitetniji aluminijski okvir izra?en od najnovije legure, zavaren i toplotno obra?en za ?vrsto?u. Inovativni dizajn omogu?uje maksimalnu udobnost i u?inkovitost."
211,Czech,Náš nejleh?í hliníkový rám nejvyšší kvality vyrobený z nejnov?jší slitiny; sva?ovaný a tepeln? zpracovaný pro opravdovou pevnost. Pokrokový design poskytuje maximální pohodlí a spl?uje špi?kové požadavky.
211,Danish,"Vores letteste og bedste aluminiumstel, der er lavet af den nyeste legering. Stellet er svejset og varmebehandlet for at give det ekstra styrke. Vores innovative design giver maksimal komfort og ydeevne."
211,Dutch,"Ons lichtste aluminium frame van de beste kwaliteit, van de nieuwste legering. Gelast en getemperd. Ons innovatieve design resulteert in maximaal comfort en maximale prestaties."
211,Estonian,"Meie kergeim ja kvaliteetseim alumiiniumraam, mis valmistatud uusimast sulamist ning on tugevuse tagamiseks keevitatud ja termiliselt töödeldud. Meie uuendusliku kujunduse tulemuseks on maksimaalne mugavus ja toimivus."
211,Farsi,"???? ???? ? ?? ????? ???? ???? ?????????? ???? ?? ?? ?? ???????? ????? ????? ??? ???? ??? ???? ???? ??????? ?????? ??????? ? ????? ???? ??? ???. ????? ???????? ?? ?????? ????? ? ?????? ?????? ?? ?? ?????? ?? ????."
211,Finnish,"Kevein ja laadukkain alumiinirunkomme uusimmasta seoksesta, vahvistettu hitsaamalla ja lämpökäsittelyllä. Innovatiivisen suunnittelumme tuloksena on maksimaalinen mukavuus ja suorituskyky."
211,Galician,"O noso cadro de aluminio, máis lixeiro e de mellor calidade, feito coa aliaxe máis moderna, está soldado e tratado con calor para gañar fortaleza. O noso deseño innovador ten como resultado a máxima comodidade e prestacións."
211,Greek,?? ??? ?????? ??????? ??? ?? ??????? ????????. ?????????????? ??? ?? ??? ???????? ????? ??????????. ? ?????????? ??? ? ??????? ??????????? ??? ????????? ??????? ??????. ? ?????????? ???????? ???????? ?? ?????????? ????? ??? ??? ????????? ?????????.
211,Gujrati,?????? ??? ????? ????????? ????????? ????? ????? ??????? ???? ??? ????? ???????????? ??????????? ?????; ?????? ???? ????? ???? ??? ????????? ???????????? ??????? ?????? ??. ????? ???????? ?????? ?????? ???? ??? ????????????? ?????? ??? ??. 
211,Hindi,????? ???? ????? ?? ????? ???????? ???? ??????????? ?? ????? ???? ????? ?? ??? ??; ?????? ?? ??? ??? ????? ?? ????? ???? ???? ??. ????? ???? ?????? ?? ???????????? ?? ???? ???????? ?? ?? ?????? ???????? ???? ??. 
211,Hungarian,"Legkönnyebb és legjobb min?ség? alumíniumvázunk, amelyet a legújabb ötvözetb?l, a nagyobb szilárdság érdekében hegesztéssel és h?kezeléssel készítünk. Az innovatív forma maximális kényelmet és teljesítményt eredményez."
211,Icelandic,Léttasta og besta álgrindin úr nýjustu álblöndunni. Hún er soðin og meðhöndluð með hita sem gerir hana sterkari. Nýstárleg hönnun eykur þægindi og virkni.
211,Indonesian,Rangka aluminium kualitas terbaik kami yang paling ringan terbuat dari alloy terbaru dan melalui proses pengelasan serta pemanasan agar kuat. Desain inovatif kami menghasilkan kenyamanan dan performa maksimal.
211,Inuktitut,se8i3X6 nN5tx3ymi3XK9l nFC/s/6 tuz nNymJ6 m3DwozJu4 nFC/4n1i4; iWt3ymJ6 x7ml sN3gjx3bsym9li n8qJ7mEoxEymJ6. x0psq5gu4 nNymiK5 wlx6goxEym/K5 x7ml xJ8q5tx6Li.
211,Irish,Is againne atá an fráma alúmanaim is éadroime agus is airde caighdeán agus é déanta den chóimhiotal is nuaí; rinneadh táthú agus cóireáil teasa air lena neartú.  Cuireann an dearadh nuálaíoch seo againne an compord agus an fheidhmíocht is fearr ar fáil.
211,Italian,"Telaio in alluminio, più leggero e della migliore qualità, realizzato in una lega di ultima generazione. Il telaio è saldato e subisce un trattamento termico per aumentare la rigidità della struttura. Il design innovativo consente di ottenere comfort e prestazioni ottimali."
211,Kannada,???? ????? ????????? ???????? ????????????  ?????? ??? ????? ???? ?????????? ????????????; ????? ?????????????? ?????? ?????? ?????? ????? ???????????? ????????????. ???? ?????? ?????????? ?????? ???????? ????? ????? ???????????? ???????? ?????????????. 
211,Kazakh,?????? ??? ????? ??? ?????? ?????? ????????? ????? ?? ???? ?????????? ????????; ???????? ???? ??????? ????????? ???? ????????????? ?????. ?????? ???????????? ?????? ??????????? ?? ?????? ?????????? ???????? ??? ?????????? ?????????????? ??? ??????????. 
211,Konkani,???? ???????? ???? ??? ??? ????????? ????? ????? ????????? ????? ???? ??????. ??????? ????? ???? ???????? ???? ????????. ???? ????? ???????? ?????? ????? ?? ????? ??? ??????????????? ?????.
211,Korean,?? ???? ?? ??? ??? ?? ? ???? ?? ?? ??? ??? ??? ???? ??????. ?? ???? ????? ??? ???? ??? ?????.
211,Latvian,"M?su viegl?kais augst?k?s kvalit?tes alum?nija r?mis ir izgatavots no jaun?k? sakaus?juma. Tas ir metin?ts un r?d?ts, lai nodrošin?tu iztur?bu. Novatoriskais dizains sniedz maksim?lu komfortu un rezult?tu."
211,Lithuanian,"Lengviausias ir geriausios kokyb?s aliumininis r?mas, pagamintas iš naujausio lydinio. Jis suvirintas ir paveiktas šiluma, kad b?t? stipresnis. Novatoriškas dizainas užtikrina patogum? ir našum?."
211,Luxenbourgish,"Eise liichtesten an héichwäertegsten Aluminimumskader aus der neister Metallkompositioun; geschweeste Kader, dee mat Hëtzt behandelt gouf fir nach méi Stabilitéit. Maximalen Confort a maximal Leeschtung durch eisen innovativen Design.  "
211,Macedonian,?????? ???????? ? ????????????? ???????????? ????? ????????? ?? ??????? ??????; ??? ? ???????? ? ???????? ?????????? ?? ???????????. ?????? ?????????? ?????? ????????? ?? ?????????? ?????????? ? ???????????.
211,Malaysian,Rangka aluminium paling ringan dan berkualiti terbaik kami diperbuat daripada aloi terbaru; ia dikimpal dan diberi rawatan haba untuk kekuatan. Reka bentuk inovatif kami menghasilkan keselesaan dan pretasi maksimum.
211,Maori,"Ko t? m?tou anga konumohe tino m?m? rawa atu, tino whai kounga hoki, i hang? ki te p?hi konganuku tino hou rawa atu; kua honoa, kua whakamaimoatia ki te wera kia kaha ai. Ko te mutunga mai o te h?neanea me te whakamahi ng? hua o t? m?tou hoahoatanga auaha."
211,Marathi,???? ?????? ???? ??? ????? ??????? ????????????? ??????? ???? ????? ?????????????? ??????? ???; ?? ????? ?????? ???? ?????????? ?????? ??????-????????? ?????? ???. ?????? ????????? ?????????? ??????? ???????? ??? ??? ??????? ?????.
211,Nepali,???? ???? ?????? ????? ????? ? ??????????? ?????????? ?????? ????????? ?????; ??????? ????? ??????? ???? ????????? ??????? ? ??? ???????. ?????? ????????? ????? ????????? ?????? ???? ?????? ? ??????????? ???????? ?????.
211,Norwegian,Vår letteste og kvalitetsmessig beste aluminiumsramme laget av den nyeste legeringen. Den er sveiset og varmebehandlet for størst mulig styrke. Vårt innovative design gir komfort og ytelse i særklasse.
211,Nynorsk,Vår lettaste og i kvalitet beste aluminiumsramme laga av den nyaste legeringa. Ho er sveisa og varmebehandla for størst mogleg styrke. Det innovative designet vårt gir komfort og yting i særklasse.
211,Pashto,????? ??? ? ?? ???? ???? ????? ?????? ???????? ????? ? ???? ???????? ??? ??? ??? ??? ??? ????? ?? ? ?? ???? ????? ????? ?? ????? ????? ??? ?? ?? ????? ? ?????? ? ?????? ????? ?? ????? ???? ? ?? ?????? ?? ??????? ??? ??.
211,Polish,"Najl?ejsza aluminiowa rama o najwy?szej jako?ci, wykonana z najnowocze?niejszego stopu. Rama jest spawana i hartowana w wysokiej temperaturze, co zapewnia jej odpowiedni? wytrzyma?o??. Dzi?ki innowacyjnemu projektowi ta rama zapewnia maksymalny komfort i najwy?sz? wydajno??."
211,Portuguese (European),"Feita a partir da mais recente liga, a nossa estrutura em alumínio leve e da melhor qualidade; soldada e com tratamento térmico para uma maior robustez. O nosso design inovador resulta num máximo do conforto e desempenho."
211,Punjabi,?????? ????? ??? ??? ????? ??? ???? ?? ??? ???? ??? ?? ??? ???? ??????? ?? ????????? ?????; ?????? ??? ?? ????? ???? ???? ??? ?? ??? ???-???????? ?????? ?????? ??? ??? ???? ?????????? ?????? ??? ??? ??? ???? ??? ??????? ?????? ???? ???
211,Quecha,Ñuqaykupa aluminyuykuqa aswan sampallam hinallataq ancha allin tukuy yachaywan sumaq ruwasqa; ancha ninapi chulluchispa tinkisqa allin takyanampaq.kayqa musuqmi allin kanapaq mana tukuriq.
211,Romanian,"Cadrul nostru de aluminiu, cel mai u?or ?i de cea mai bun? calitate, realizat din cel mai recent aliaj; este sudat ?i tratat termic pentru îmbun?t??irea rezisten?ei. Designul nostru inovator are ca rezultat un maximum de confort ?i performan??."
211,Rumansh,Noss rom d'aluminium il pli lev e da la pli auta qualitad or dal pli nov liament; buglì e tractà cun chalira per ina meglra stabilitad. Noss design innovativ porscha in confort excellent per prestaziuns maximalas.
211,Russian,"????????? ?????????????????? ??????????? ????, ????????? ?? ????????? ??????. ?????????????? ????????? ??????? ???? ?????????????? ?? ???? ??????????????. ????????? ??????????? ???????????? ???????????? ??????? ? ?????????????."
211,Serbian - Cyrillic,??? ???????? ??? ?? ???????????????? ??????????? ?? ????????? ??????; ??????? ? ????? ?? ????? ???? ?????. ??? ?????????? ?????? ?? ?????? ? ????????? ????????? ? ???????????.
211,Serbian - Latin,Naš najlakši ram od najkvalitetnijeg aluminijuma od najnovije legure; zavaren i kaljen da pruži ve?u snagu. Naš inovativan dizajn se ogleda u maksimumu udobnosti i performansi.
211,Slovak,Náš naj?ahší hliníkový rám najvyššej kvality vyrobený z najnovšej zliatiny. Pevnos? sa dosiahla zváraním a tepelným spracovaním. Výsledkom nášho inovatívneho dizajnu je maximálne pohodlie a výkon.
211,Slovenian,"Naš najlažji in najkakovostnejši aluminijast okvir iz najnovejše zlitine, ki je zvarjen in toplotno obdelan tako, da zdrži tudi najve?je napore. Rezultat našega inovativnega dela so izjemno udobni in visokokakovostni izdelki."
211,Spanish,Nuestro cuadro de aluminio más ligero y de calidad superior fabricado con la más avanzada aleación; está soldado y tratado con calor para una mejor resistencia. El resultado es un diseño innovador para la máxima comodidad y rendimiento.
211,Swahili,Fremu yetu ya alumini iliyo nyepesi na ya ubora wa juu iliyotengezwa toka kwa aloi mpya kabisa; imeunganishwa na kuchomwa ili kuwa na nguvu. 
211,Swedish,Vår lättaste och bästa aluminiumram tillverkad av den senaste legeringen. Den är hopsvetsad och värmebehandlad för bästa styrka. Vår innovativa design ger högsta komfort och prestanda.
211,Tamil,"????????? ??????, ?????? ??????? ?????????? ??????? ?????????? ?????? ???????????????? ????????????????????; ??? ?????????????????? ??? ???? ??????????? ????????????????? ?????????????????????. ????????? ????????? ?????????? ???????? ?????????????? ?????????????? ??????????."
211,Telugu,?? ??? ????? ???? ????? ?????? ???????? ??????????? ?????? ?????? ???? ?????? ?????? ????? ?????????; ??????? ???? ????????? ????? ????-???????????? ?????????. ?? ??????? ?????? ?????? ??????? ????? ????????? ???????????.
211,Tswana,Foreimi ya rona ya aluminiamo e e botlhofotlhofo e bile e le ya boleng jo bo gaisang e e dirilweng ka motswakotshipi o o montšhwa; e noseditswe ya ba ya gotediwa ka molelo go e matlafatsa. Modiro wa rona o re o itshimololetseng o fa botobetobe e bile o dira sentle. 
