CurrencyKey,DateKey,AverageRate,EndOfDayRate,Time
3,20050907,1.00050025,0.99990001,00:00.0
3,20050908,1.00050025,1.001001001,00:00.0
3,20050909,1.00050025,1,00:00.0
3,20050910,1.00010001,1.00040016,00:00.0
3,20050911,1.00020004,0.99990001,00:00.0
3,20050912,1.00020004,1.001101211,00:00.0
3,20050913,1.00020004,0.99990001,00:00.0
3,20050914,1,1.000900811,00:00.0
3,20050915,1,0.99980004,00:00.0
3,20050916,1,1.00030009,00:00.0
3,20050917,1.00020004,0.99960016,00:00.0
3,20050918,1.00020004,1.000800641,00:00.0
3,20050919,1.00020004,1.00010001,00:00.0
3,20050920,1.00020004,1.001101211,00:00.0
3,20050921,1.00070049,1.00020004,00:00.0
3,20050922,1.00070049,1.000800641,00:00.0
3,20050923,1.00070049,0.99960016,00:00.0
3,20050924,1.00020004,1.001101211,00:00.0
3,20050925,1.00020004,1.00020004,00:00.0
3,20050926,1.00020004,1.000800641,00:00.0
3,20050927,1.00020004,0.99950025,00:00.0
3,20050928,1.00623868,1.006441224,00:00.0
3,20050929,1.00623868,1.006036217,00:00.0
3,20050930,1.00623868,1.006339942,00:00.0
3,20051001,1.00020004,0.99960016,00:00.0
3,20051002,1.00020004,1.000800641,00:00.0
3,20051003,1.00020004,0.99960016,00:00.0
3,20051004,1.00020004,1.001201442,00:00.0
3,20051005,1.000800641,0.99970009,00:00.0
3,20051006,1.000800641,1.001101211,00:00.0
3,20051007,1.000800641,0.99990001,00:00.0
3,20051008,1.00020004,1.00020004,00:00.0
3,20051009,1.00010001,0.99980004,00:00.0
3,20051010,1.00020004,1.001101211,00:00.0
3,20051011,1.00020004,0.99980004,00:00.0
3,20051012,1.00050025,1.001301692,00:00.0
3,20051013,1.00050025,0.99960016,00:00.0
3,20051014,1.00050025,1.001101211,00:00.0
3,20051015,1.00010001,0.99940036,00:00.0
3,20051016,1.00010001,1.00040016,00:00.0
3,20051017,1.00020004,0.99960016,00:00.0
3,20051018,1.00020004,1.001101211,00:00.0
3,20051019,1.00050025,1.00030009,00:00.0
3,20051020,1.00050025,1.000900811,00:00.0
3,20051021,1.00050025,1,00:00.0
3,20051022,1.00010001,1.00040016,00:00.0
3,20051023,1.00010001,0.99980004,00:00.0
3,20051024,1.00010001,1.00010001,00:00.0
3,20051025,1.00010001,0.99960016,00:00.0
3,20051026,1.00050025,1.001301692,00:00.0
3,20051027,1.00050025,0.99970009,00:00.0
3,20051028,1.00050025,1.001401963,00:00.0
3,20051029,1.00020004,0.99950025,00:00.0
3,20051030,1.00020004,1.001101211,00:00.0
3,20051031,1.00020004,0.99960016,00:00.0
3,20051101,1.00020004,1.00030009,00:00.0
3,20051102,1.00050025,0.99970009,00:00.0
3,20051103,1.00050025,1.001101211,00:00.0
3,20051104,1.00050025,1.00010001,00:00.0
3,20051105,1.00020004,1.001101211,00:00.0
3,20051106,1.00020004,0.99990001,00:00.0
3,20051107,1.00010001,1.00030009,00:00.0
3,20051108,1.00020004,0.99990001,00:00.0
3,20051109,1.00050025,1.001201442,00:00.0
3,20051110,1.00050025,0.99980004,00:00.0
3,20051111,1.00050025,1.00070049,00:00.0
3,20051112,1.00010001,1.00010001,00:00.0
3,20051113,1.00010001,1.000900811,00:00.0
3,20051114,1.00010001,0.99960016,00:00.0
3,20051115,1.00010001,1.00030009,00:00.0
3,20051116,1.00050025,0.99960016,00:00.0
3,20051117,1.00050025,1.000900811,00:00.0
3,20051118,1.00050025,0.99960016,00:00.0
3,20051119,1.00020004,1.00070049,00:00.0
3,20051120,1.00020004,1.00010001,00:00.0
3,20051121,1.00020004,1.00020004,00:00.0
3,20051122,1.00020004,0.99960016,00:00.0
3,20051123,1.00050025,1.00070049,00:00.0
3,20051124,1.00050025,0.99960016,00:00.0
3,20051125,1.00050025,1.00050025,00:00.0
3,20051126,1.00020004,0.99950025,00:00.0
3,20051127,1.00020004,1.00070049,00:00.0
3,20051128,1.00020004,0.99980004,00:00.0
3,20051129,1.00020004,1.00050025,00:00.0
3,20051130,1.00050025,1.00040016,00:00.0
3,20051201,1.00050025,1.001001001,00:00.0
3,20051202,1.00050025,1.00040016,00:00.0
3,20051203,1.00010001,1.00050025,00:00.0
3,20051204,1.00010001,0.99990001,00:00.0
3,20051205,1.001001001,1.001001001,00:00.0
3,20051206,1.001001001,1.00050025,00:00.0
3,20051207,1.001001001,1.001502253,00:00.0
3,20051208,1.00040016,0.99970009,00:00.0
3,20051209,1.00030009,1.000800641,00:00.0
3,20051210,1.00020004,0.99940036,00:00.0
3,20051211,1.00020004,1.001001001,00:00.0
3,20051212,1.00020004,0.99990001,00:00.0
3,20051213,1.00020004,1.001001001,00:00.0
3,20051214,1.000800641,1.00020004,00:00.0
3,20051215,1.000800641,1.001101211,00:00.0
3,20051216,1.000800641,0.99990001,00:00.0
3,20051217,1.000800641,1.001301692,00:00.0
3,20051218,1.00020004,0.99960016,00:00.0
3,20051219,1.00020004,1.00020004,00:00.0
3,20051220,1.00020004,0.99960016,00:00.0
3,20051221,1.00070049,1.001401963,00:00.0
3,20051222,1.00070049,0.99990001,00:00.0
3,20051223,1.00070049,1.001702895,00:00.0
3,20051224,1.00020004,0.99960016,00:00.0
3,20051225,1.00020004,1.000900811,00:00.0
3,20051226,1.00020004,0.99960016,00:00.0
3,20051227,1.00020004,1.00020004,00:00.0
3,20051228,1.00070049,0.99980004,00:00.0
3,20051229,1.00070049,1.000900811,00:00.0
3,20051230,1.00070049,0.99980004,00:00.0
3,20051231,1.00020004,1.00030009,00:00.0
3,20060101,1.00020004,0.99970009,00:00.0
3,20060102,1.00020004,1.001001001,00:00.0
3,20060103,1.00020004,0.99980004,00:00.0
3,20060104,1.00050025,1.001401963,00:00.0
3,20060105,1.00050025,1.00020004,00:00.0
3,20060106,1.00050025,1.001502253,00:00.0
3,20060107,1.00020004,0.99960016,00:00.0
3,20060108,1.00020004,1.000900811,00:00.0
3,20060109,1.00020004,0.99940036,00:00.0
3,20060110,1.00020004,1.001101211,00:00.0
3,20060111,1.000800641,0.99980004,00:00.0
3,20060112,1.000800641,1.001001001,00:00.0
3,20060113,1.000800641,1.00070049,00:00.0
3,20060114,1.00010001,1.00030009,00:00.0
3,20060115,1.00010001,0.99930049,00:00.0
3,20060116,1.00010001,1.00030009,00:00.0
3,20060117,1.00020004,0.99970009,00:00.0
3,20060118,1.00050025,1.001101211,00:00.0
3,20060119,1.00050025,0.99980004,00:00.0
3,20060120,1.00050025,1.000800641,00:00.0
3,20060121,1.00020004,0.99940036,00:00.0
3,20060122,1.00020004,1.001101211,00:00.0
3,20060123,1.00020004,1.00020004,00:00.0
3,20060124,1.00020004,1.001201442,00:00.0
3,20060125,1.00020004,1,00:00.0
3,20060126,1.00020004,1.00020004,00:00.0
3,20060127,1.00020004,0.99940036,00:00.0
3,20060128,1.00020004,1.000900811,00:00.0
3,20060129,1.00020004,0.99960016,00:00.0
3,20060130,1.00020004,1.00070049,00:00.0
3,20060131,1.00020004,0.99960016,00:00.0
3,20060201,1.000900811,1.001301692,00:00.0
3,20060202,1.000900811,1.00020004,00:00.0
3,20060203,1.000900811,1.001101211,00:00.0
3,20060204,1.000900811,1.00030009,00:00.0
3,20060205,1.00020004,1.00050025,00:00.0
3,20060206,1.00020004,0.99940036,00:00.0
3,20060207,1.00020004,1.00030009,00:00.0
3,20060208,1.00050025,1.00020004,00:00.0
3,20060209,1.00050025,1.001201442,00:00.0
3,20060210,1.00050025,0.99960016,00:00.0
3,20060211,1.00020004,1.00070049,00:00.0
3,20060212,1.00020004,0.99960016,00:00.0
3,20060213,1.00020004,1.00070049,00:00.0
3,20060214,1.00020004,0.99990001,00:00.0
3,20060215,1.00050025,1.000800641,00:00.0
3,20060216,1.00050025,0.99990001,00:00.0
3,20060217,1.00040016,1.000900811,00:00.0
3,20060218,1.00040016,0.99970009,00:00.0
3,20060219,1.00020004,1.00020004,00:00.0
3,20060220,1.00020004,0.99940036,00:00.0
3,20060221,1.00020004,1.001001001,00:00.0
3,20060222,1.00050025,1.00040016,00:00.0
3,20060223,1.00050025,1.00050025,00:00.0
3,20060224,1.00050025,1.00020004,00:00.0
3,20060225,1.00020004,1.001001001,00:00.0
3,20060226,1.00020004,0.99960016,00:00.0
3,20060227,1.00020004,1.001101211,00:00.0
3,20060228,1.00020004,1.00010001,00:00.0
3,20060301,1.00070049,1.001301692,00:00.0
3,20060302,1.00070049,1.00040016,00:00.0
3,20060303,1.00070049,1.001201442,00:00.0
3,20060304,1.00020004,1,00:00.0
3,20060305,1.00020004,1.001201442,00:00.0
3,20060306,1.00020004,1,00:00.0
3,20060307,1.00020004,1.00070049,00:00.0
3,20060308,1.00070049,0.99980004,00:00.0
3,20060309,1.00070049,1.001502253,00:00.0
3,20060310,1.00070049,0.99990001,00:00.0
3,20060311,1.00020004,1.001101211,00:00.0
3,20060312,1.00020004,0.99970009,00:00.0
3,20060313,1.00020004,1.00030009,00:00.0
3,20060314,1.00020004,0.99950025,00:00.0
3,20060315,1.00050025,1.000900811,00:00.0
3,20060316,1.00050025,1,00:00.0
3,20060317,1.00050025,1.001001001,00:00.0
3,20060318,1.00020004,0.99960016,00:00.0
3,20060319,1.00020004,1.001001001,00:00.0
3,20060320,1.00020004,0.99950025,00:00.0
3,20060321,1.00020004,1.000800641,00:00.0
3,20060322,1.00050025,0.99970009,00:00.0
3,20060323,1.00050025,1.00050025,00:00.0
3,20060324,1.00050025,0.99990001,00:00.0
3,20060325,1.00020004,1.001001001,00:00.0
3,20060326,1.00010001,0.99980004,00:00.0
3,20060327,1.00020004,1.001101211,00:00.0
3,20060328,1.00020004,0.99990001,00:00.0
3,20060329,1.00050025,1.001001001,00:00.0
3,20060330,1.00050025,0.99970009,00:00.0
3,20060331,1.00050025,1.001101211,00:00.0
3,20060401,1.00020004,0.99960016,00:00.0
3,20060402,1.00020004,1.00030009,00:00.0
3,20060403,1.00020004,0.99940036,00:00.0
3,20060404,1.00020004,1.00020004,00:00.0
3,20060405,1.000800641,1,00:00.0
3,20060406,1.000800641,1.000900811,00:00.0
3,20060407,1.000800641,1,00:00.0
3,20060408,1.000800641,1.001301692,00:00.0
3,20060409,1.00020004,1.00020004,00:00.0
3,20060410,1.00020004,1.000800641,00:00.0
3,20060411,1.00020004,0.99990001,00:00.0
3,20060412,1.00070049,1.001001001,00:00.0
3,20060413,1.00070049,1.00030009,00:00.0
3,20060414,1.00070049,1.000900811,00:00.0
3,20060415,1.00020004,1,00:00.0
3,20060416,1.00020004,1.00070049,00:00.0
3,20060417,1.00020004,0.99990001,00:00.0
3,20060418,1.00020004,1.00050025,00:00.0
3,20060419,1.000900811,1.000900811,00:00.0
3,20060420,1.000900811,1.001201442,00:00.0
3,20060421,1.000900811,1.00070049,00:00.0
3,20060422,1.00020004,1.00020004,00:00.0
3,20060423,1.00020004,0.99960016,00:00.0
3,20060424,1.00020004,1.000800641,00:00.0
3,20060425,1.00020004,0.99980004,00:00.0
3,20060426,1.00070049,1.000800641,00:00.0
3,20060427,1.00070049,1.00040016,00:00.0
3,20060428,1.00070049,1.00070049,00:00.0
3,20060429,1.00020004,0.99960016,00:00.0
3,20060430,1.00020004,1.00030009,00:00.0
3,20060501,1.00020004,0.99930049,00:00.0
3,20060502,1.00020004,1.001001001,00:00.0
3,20060503,1.00070049,1.00070049,00:00.0
3,20060504,1.00070049,1.000800641,00:00.0
3,20060505,1.00070049,1.00040016,00:00.0
3,20060506,1.00020004,1.000800641,00:00.0
3,20060507,1.00020004,0.99980004,00:00.0
3,20060508,1.00020004,1.00030009,00:00.0
3,20060509,1.00020004,0.99980004,00:00.0
3,20060510,1.00070049,1.000800641,00:00.0
3,20060511,1.00070049,1.00010001,00:00.0
3,20060512,1.00070049,1.001401963,00:00.0
3,20060513,1.00020004,1.00010001,00:00.0
3,20060514,1.00020004,1.00050025,00:00.0
3,20060515,1.00020004,1,00:00.0
3,20060516,1,1.00070049,00:00.0
3,20060517,1,0.99990001,00:00.0
3,20060518,1,1.00010001,00:00.0
3,20060519,1,0.99960016,00:00.0
3,20060520,1.00020004,1.00020004,00:00.0
3,20060521,1.00020004,0.99950025,00:00.0
3,20060522,1.00020004,1.000800641,00:00.0
3,20060523,1.00020004,0.99960016,00:00.0
3,20060524,1.000900811,1.001201442,00:00.0
3,20060525,1.000900811,1.00050025,00:00.0
3,20060526,1.000900811,1.001301692,00:00.0
3,20060527,1.00020004,0.99990001,00:00.0
3,20060528,1.00020004,1.001001001,00:00.0
3,20060529,1.00020004,0.99960016,00:00.0
3,20060530,1.00020004,1.001201442,00:00.0
3,20060531,1.000900811,0.99990001,00:00.0
3,20060601,1.000900811,1.001702895,00:00.0
3,20060602,1.000900811,1.00030009,00:00.0
3,20060603,1.000900811,1.001502253,00:00.0
3,20060604,1.00020004,0.99940036,00:00.0
3,20060605,1.00020004,1.00030009,00:00.0
3,20060606,1.00020004,0.99930049,00:00.0
3,20060607,1.00070049,1.001001001,00:00.0
3,20060608,1.00070049,1.00040016,00:00.0
3,20060609,1.00070049,1.001301692,00:00.0
3,20060610,1.00020004,0.99990001,00:00.0
3,20060611,1.00020004,1.001001001,00:00.0
3,20060612,1.00020004,0.99950025,00:00.0
3,20060613,1.00020004,1.00030009,00:00.0
3,20060614,1.00070049,1.00070049,00:00.0
3,20060615,1.00070049,1.001401963,00:00.0
3,20060616,1.00070049,1.00050025,00:00.0
3,20060617,1.00020004,1.001001001,00:00.0
3,20060618,1.00020004,0.99930049,00:00.0
3,20060619,1.00020004,1.00020004,00:00.0
3,20060620,1.00020004,0.99950025,00:00.0
3,20060621,1.001001001,1.001702895,00:00.0
3,20060622,1.001001001,1.00050025,00:00.0
3,20060623,1.001001001,1.001301692,00:00.0
3,20060624,1.001001001,1.00010001,00:00.0
3,20060625,1.00030009,1.00050025,00:00.0
3,20060626,1.00030009,0.99990001,00:00.0
3,20060627,1.00040016,1.001201442,00:00.0
3,20060628,1.000800641,1,00:00.0
3,20060629,1.000800641,1.001502253,00:00.0
3,20060630,1.000800641,1.00050025,00:00.0
3,20060701,1.00020004,1.00050025,00:00.0
3,20060702,1.00020004,1.00020004,00:00.0
3,20060703,1.00020004,1.000900811,00:00.0
3,20060704,1.00020004,1.00010001,00:00.0
3,20060705,1.00050025,1.001001001,00:00.0
3,20060706,1.00050025,0.99980004,00:00.0
3,20060707,1.00050025,1.001401963,00:00.0
3,20060708,1.00020004,0.99980004,00:00.0
3,20060709,1.00020004,1.000800641,00:00.0
3,20060710,1.00040016,0.99960016,00:00.0
3,20060711,1.000900811,1.001702895,00:00.0
3,20060712,1.000900811,1.00050025,00:00.0
3,20060713,1.000900811,1.001803246,00:00.0
3,20060714,1.000900811,1.00070049,00:00.0
3,20060715,1.00020004,1.000800641,00:00.0
3,20060716,1.00020004,1,00:00.0
3,20060717,1.00020004,1.001001001,00:00.0
3,20060718,1.00020004,1,00:00.0
3,20060719,1.00070049,1.000800641,00:00.0
3,20060720,1.00070049,0.99970009,00:00.0
3,20060721,1.00070049,1.001201442,00:00.0
3,20060722,1.00020004,0.99970009,00:00.0
3,20060723,1.00020004,1.00040016,00:00.0
3,20060724,1.00030009,1.00010001,00:00.0
3,20060725,1.00030009,1.001301692,00:00.0
3,20060726,1.00030009,1.00030009,00:00.0
3,20060727,1.00030009,1.001201442,00:00.0
3,20060728,1.00030009,0.99960016,00:00.0
3,20060729,1.00030009,1.001001001,00:00.0
3,20060730,1.00030009,0.99950025,00:00.0
3,20060731,1.00030009,1.001301692,00:00.0
3,20060801,1.00040016,0.99960016,00:00.0
3,20060802,1.001101211,1.002004008,00:00.0
3,20060803,1.001101211,1.000800641,00:00.0
3,20060804,1.001101211,1.001301692,00:00.0
3,20060805,1.00040016,1.00030009,00:00.0
3,20060806,1.00030009,1.001301692,00:00.0
3,20060807,1.00030009,1.00030009,00:00.0
3,20060808,1.00030009,1.000900811,00:00.0
3,20060809,1.001101211,1.001001001,00:00.0
3,20060810,1.001101211,1.001502253,00:00.0
3,20060811,1.001101211,1.00040016,00:00.0
3,20060812,1.001101211,1.001903617,00:00.0
3,20060813,1.00030009,1.00020004,00:00.0
3,20060814,1.00030009,1.000900811,00:00.0
3,20060815,1.001702895,1.001502253,00:00.0
3,20060816,1.001702895,1.00270731,00:00.0
3,20060817,1.001702895,1.001001001,00:00.0
3,20060818,1.001702895,1.001803246,00:00.0
3,20060819,1.001702895,1.00070049,00:00.0
3,20060820,1.00030009,1.000900811,00:00.0
3,20060821,1.00030009,1.00020004,00:00.0
3,20060822,1.00020004,1.001001001,00:00.0
3,20060823,1.000800641,0.99990001,00:00.0
3,20060824,1.000800641,1.001001001,00:00.0
3,20060825,1.000800641,1.00070049,00:00.0
3,20060826,1.00020004,1.00050025,00:00.0
3,20060827,1.00020004,0.99960016,00:00.0
3,20060828,1.00020004,1.00070049,00:00.0
3,20060829,1.00020004,1,00:00.0
3,20060830,1.000900811,1.001201442,00:00.0
3,20060831,1.000900811,1.00050025,00:00.0
3,20060901,1.000900811,1.001301692,00:00.0
3,20060902,1.00020004,0.99930049,00:00.0
3,20060903,1.00020004,1.00040016,00:00.0
3,20060904,1.00020004,0.99990001,00:00.0
3,20060905,1.00020004,1.00040016,00:00.0
3,20060906,1.00050025,1.00020004,00:00.0
3,20060907,1.00050025,1.001101211,00:00.0
3,20060908,1.00050025,1.00010001,00:00.0
3,20060909,1.00020004,1.00020004,00:00.0
3,20060910,1.00020004,0.99960016,00:00.0
3,20060911,1.00020004,1.001001001,00:00.0
3,20060912,1.00020004,0.99980004,00:00.0
3,20060913,1.00050025,1.000900811,00:00.0
3,20060914,1.00050025,1.00010001,00:00.0
3,20060915,1.00050025,1.001201442,00:00.0
3,20060916,1.00020004,0.99940036,00:00.0
3,20060917,1.00010001,1.00040016,00:00.0
3,20060918,1.00010001,0.99960016,00:00.0
3,20060919,1.00010001,1.00020004,00:00.0
3,20060920,1.00050025,0.99960016,00:00.0
3,20060921,1.00050025,1.001301692,00:00.0
3,20060922,1.00050025,1.00020004,00:00.0
3,20060923,1.00010001,1.000900811,00:00.0
3,20060924,1.00010001,0.99960016,00:00.0
3,20060925,1.00010001,1.000800641,00:00.0
3,20060926,1.00010001,0.99930049,00:00.0
3,20060927,1.00040016,1.000800641,00:00.0
3,20060928,1.00040016,0.99960016,00:00.0
3,20060929,1.00040016,1.001001001,00:00.0
3,20060930,1.00010001,0.99960016,00:00.0
3,20061001,1.00010001,1.001001001,00:00.0
3,20061002,1.00010001,0.99970009,00:00.0
3,20061003,1.00010001,1.00070049,00:00.0
3,20061004,1.00050025,0.99980004,00:00.0
3,20061005,1.00050025,1.001502253,00:00.0
3,20061006,1.00050025,1.00030009,00:00.0
3,20061007,1.00010001,1.000800641,00:00.0
3,20061008,1.00010001,0.99960016,00:00.0
3,20061009,1.00010001,1.000800641,00:00.0
3,20061010,1.00010001,0.99990001,00:00.0
3,20061011,1.00040016,1.00070049,00:00.0
3,20061012,1.00040016,0.99960016,00:00.0
3,20061013,1.00040016,1.00050025,00:00.0
3,20061014,1.00010001,1,00:00.0
3,20061015,1.00010001,1.00020004,00:00.0
3,20061016,1.00010001,0.99970009,00:00.0
3,20061017,1.00010001,1.00030009,00:00.0
3,20061018,1.00040016,1.00020004,00:00.0
3,20061019,1.00040016,1.001001001,00:00.0
3,20061020,1.00040016,1.00030009,00:00.0
3,20061021,1.00010001,1.000800641,00:00.0
3,20061022,1.00010001,0.99940036,00:00.0
3,20061023,1.00010001,1.000800641,00:00.0
3,20061024,1.00010001,0.99970009,00:00.0
3,20061025,1.00040016,1.001201442,00:00.0
3,20061026,1.00040016,0.99970009,00:00.0
3,20061027,1.00040016,1.00070049,00:00.0
3,20061028,1.00010001,0.99960016,00:00.0
3,20061029,1.00010001,1.00020004,00:00.0
3,20061030,1.00020004,0.99980004,00:00.0
3,20061031,1.00010001,1.001001001,00:00.0
3,20061101,0.99940036,0.998801438,00:00.0
3,20061102,0.99940036,0.99950025,00:00.0
3,20061103,0.99940036,0.998901209,00:00.0
3,20061104,0.99950025,1,00:00.0
3,20061105,1.00010001,0.99960016,00:00.0
3,20061106,1.00030009,1.00040016,00:00.0
3,20061107,1.00020004,0.99960016,00:00.0
3,20061108,1.001001001,1.001301692,00:00.0
3,20061109,1.001001001,1.000900811,00:00.0
3,20061110,1.001001001,1.001803246,00:00.0
3,20061111,1.00020004,1.00020004,00:00.0
3,20061112,1.00030009,1.000900811,00:00.0
3,20061113,1.00020004,0.99990001,00:00.0
3,20061114,1.00040016,1.000900811,00:00.0
3,20061115,1.001502253,1.00070049,00:00.0
3,20061116,1.001502253,1.001702895,00:00.0
3,20061117,1.001401963,1.000900811,00:00.0
3,20061118,1.001401963,1.002305302,00:00.0
3,20061119,1.00030009,0.99940036,00:00.0
3,20061120,1.00040016,1.00070049,00:00.0
3,20061121,1.00020004,1,00:00.0
3,20061122,1.00050025,1.001401963,00:00.0
3,20061123,1.00050025,0.99960016,00:00.0
3,20061124,1.00050025,1.001201442,00:00.0
3,20061125,1.00020004,0.99940036,00:00.0
3,20061126,1.00020004,1.000800641,00:00.0
3,20061127,1.001001001,1.00070049,00:00.0
3,20061128,1.001001001,1.001101211,00:00.0
3,20061129,1.001001001,1,00:00.0
3,20061130,1.001001001,1.001001001,00:00.0
3,20061201,1.001001001,1,00:00.0
3,20061202,1.00030009,1.00070049,00:00.0
3,20061203,1.00020004,0.99950025,00:00.0
3,20061204,1.00010001,1.00050025,00:00.0
3,20061205,1.00020004,0.99960016,00:00.0
3,20061206,1.00070049,1.000900811,00:00.0
3,20061207,1.00070049,1.00040016,00:00.0
3,20061208,1.00070049,1.001001001,00:00.0
3,20061209,1.00030009,0.99960016,00:00.0
3,20061210,1.00020004,1.00070049,00:00.0
3,20061211,1.00020004,1.00010001,00:00.0
3,20061212,1.00030009,1.001201442,00:00.0
3,20061213,1.00070049,1.00040016,00:00.0
3,20061214,1.00070049,1.001401963,00:00.0
3,20061215,1.00070049,1.00010001,00:00.0
3,20061216,1.00030009,1.000800641,00:00.0
3,20061217,1.00030009,1,00:00.0
3,20061218,1.00030009,1.001301692,00:00.0
3,20061219,1.00030009,0.99960016,00:00.0
3,20061220,1.000900811,1.001001001,00:00.0
3,20061221,1.000900811,0.99990001,00:00.0
3,20061222,1.000900811,1.001101211,00:00.0
3,20061223,1.00020004,0.99980004,00:00.0
3,20061224,1.00020004,1.00040016,00:00.0
3,20061225,1.00020004,1,00:00.0
3,20061226,1.00020004,1.00050025,00:00.0
3,20061227,1.001001001,1,00:00.0
3,20061228,1.001001001,1.001001001,00:00.0
3,20061229,1.001001001,1.00070049,00:00.0
3,20061230,1.00030009,1.001001001,00:00.0
3,20061231,1.00020004,1.00020004,00:00.0
3,20070101,1.00020004,1.001001001,00:00.0
3,20070102,1.00020004,1.00010001,00:00.0
3,20070103,1.00050025,1.00070049,00:00.0
3,20070104,1.00050025,0.99980004,00:00.0
3,20070105,1.00050025,1.001301692,00:00.0
3,20070106,1.00010001,1,00:00.0
3,20070107,1.00010001,1.00020004,00:00.0
3,20070108,1.00010001,0.99990001,00:00.0
3,20070109,1.00050025,1.001001001,00:00.0
3,20070110,1.00050025,0.99990001,00:00.0
3,20070111,1.00050025,1.001502253,00:00.0
3,20070112,1.00050025,1.00010001,00:00.0
3,20070113,1.00010001,1.00050025,00:00.0
3,20070114,1.00010001,0.99960016,00:00.0
3,20070115,1,1.000900811,00:00.0
3,20070116,1,0.99970009,00:00.0
3,20070117,1.00050025,1.000900811,00:00.0
3,20070118,1.00050025,0.99970009,00:00.0
3,20070119,1.00050025,1.001401963,00:00.0
3,20070120,1.00020004,1.00010001,00:00.0
3,20070121,1.00010001,1.00020004,00:00.0
3,20070122,1.00010001,0.99960016,00:00.0
3,20070123,1.00010001,1.00030009,00:00.0
3,20070124,1.00030009,1.00030009,00:00.0
3,20070125,1.00030009,1.00050025,00:00.0
3,20070126,1.00030009,0.99950025,00:00.0
3,20070127,1.00010001,1.001001001,00:00.0
3,20070128,1.00010001,0.99980004,00:00.0
3,20070129,1.00010001,1.000800641,00:00.0
3,20070130,1.00010001,0.99960016,00:00.0
3,20070131,1.00050025,1.000800641,00:00.0
3,20070201,1.00050025,0.99980004,00:00.0
3,20070202,1.00050025,1.000900811,00:00.0
3,20070203,1.00050025,0.99980004,00:00.0
3,20070204,1.00010001,1.000900811,00:00.0
3,20070205,1.00020004,0.99940036,00:00.0
3,20070206,1.00020004,1.00030009,00:00.0
3,20070207,1.00050025,1.00050025,00:00.0
3,20070208,1.00050025,1.001201442,00:00.0
3,20070209,1.00050025,0.99980004,00:00.0
3,20070210,1.00010001,1.00010001,00:00.0
3,20070211,1.00010001,0.99960016,00:00.0
